case_id,case_type,borrower_type,industry,province,business_age,loan_amount,loan_term,risk_signal,result,reason,summary,diagnosis_chain,improvement_advice,recommended_bank,recommended_product,legal_policy_reference,is_synthetic,agent_usage
CASE-ENH-001,approved,小微企业,餐饮,广东省,3,300000,12,流水稳定；租金占比适中；无逾期,获批,现金流覆盖还款且材料完整,用户输入：月营收8万，月固定成本4万（其中租金2万），无逾期记录。推理：①盈利能力测算→年利润约48万；②偿债覆盖率=48/30=1.6倍>1.2倍安全线；③行业准入检查→餐饮业在广东省一般准入（接受度系数0.85）；④地域检查→广东省无特殊限制；⑤无征信负面记录。结论：现金流充足，通过率较高。,无建议（已获批）。可关注：①与银行建立长期关系，后续续贷可享受更优惠利率；②如扩张需要可申请额度上浮至40万,招商银行,招贷-小微企业信用贷,流动资金贷款管理办法,1,相似案例匹配；诊断过程教学；获批原因解释
CASE-ENH-002,approved,个体工商户,零售,浙江省,5,150000,12,经营3年；收单流水连续,获批,经营稳定且贷款用途清晰,用户输入：月营收4万，月固定成本1.5万，有银行收单流水，无其他负债。推理：①经营稳定性→经营5年且流水连续，经营年限因子1.0；②规模匹配→15万额度/4万月营收=3.75倍，合理；③行业准入→批发零售业浙江省正常准入（系数1.0）；④区域优势→浙江省信用贷款占比高，零售业受支持。结论：小额信用贷匹配度高。,无建议（已获批）。建议开通浙江省金融综合服务平台，提升未来大数据授信额度,网商银行,网商贷-信用贷,流动资金贷款管理办法,1,相似案例匹配；信用贷款成功案例分析
CASE-ENH-003,approved,小微企业,制造业,江苏省,8,800000,24,订单稳定；应收账款可核验；有保证人,获批,还款来源可验证且有增信,用户输入：年营收500万，月固定成本20万，近2年0逾期，有房产价值200万，有第三方保证人。推理：①经营年限因子→8年（满分）；②抵押加强→房产价值200万，覆盖贷款额度的2.5倍；③利润评估→年利润约260万，偿债覆盖率=260/80=3.25倍，极安全；④行业→制造业江苏省正常准入（系数1.0），政策加分（苏政发〔2025〕8号）；⑤地域→江苏制造业集群优势，调整为1.10。结论：优质客户，通过率极高。,无建议（已获批）。建议：①申请江苏省普惠金融贴息（制造业可能享受额外利率优惠）；②考虑增加供应链应收融资,工商银行,经营快贷,江苏省普惠金融实施意见/流动资金贷款管理办法,1,相似案例匹配；优质客户特征展示；区域政策利用
CASE-ENH-004,rejected,初创企业,软件服务,上海市,0.5,1000000,36,成立不足一年；收入波动；额度偏高,未获批,经营历史短且偿债覆盖不足,用户输入：成立6个月，月营收5万，月固定成本4万，无抵押物、无担保，申请100万。推理：①经营年限因子→0.5年，严重扣分（年限因子=0.3）；②偿债能力→年利润估算12万，偿债覆盖率=12/100=0.12倍，远低于1.2倍安全线；③抵押缺失→无房产/无担保，抵押因子0.5；④额度/营收比→100万/(5万*12)=1.67，偏高；⑤行业→软件服务上海正常准入（系数0.95），但科创属性加分仅适用于科企认定。结论：额度严重偏离实际偿债能力，申请量级需要大幅调整。,①降低申请额度：建议先申请10-20万小额贷款，积累信贷记录；②补充增信：引入第三方担保或申请上海市科技型小微企业认定；③优化经营：提升月营收至稳定10万+再申请；④使用政策：符合上海市普惠金融行动计划（沪府办发〔2025〕1号）条件，建议联系上海银行科创金融部,上海银行,上行普惠-科创信用贷,上海市普惠金融专项行动计划/流动资金贷款管理办法,1,相似案例匹配；被拒原因详解；改善路径引导
CASE-ENH-005,rejected,个体工商户,批发,广东省,2,500000,12,银行流水缺失；用途说明模糊,未获批,关键材料不足且用途无法核验,用户输入：经营2年，月营收约15万（无银行流水，仅口述），申请50万用于"扩大经营"但无具体方案。推理：①流水核验→无银行流水，无法验证营收真实性；②行业准入→批发零售业正常准入，但流水缺失导致信用评估无法完成；③贷款用途→"扩大经营"过于笼统，银行要求明确的资金使用计划和预期回报；④额度合理性→50万/(15万*12)=0.28倍，如果不考虑流水真实性，从额度比上看似合理，但因流水缺失无法确认。结论：材料严重不足，银行无法做出授信判断。,①核心：开通企业对公账户并保持至少6-12个月稳定银行流水；②明确用途：准备详细的扩大经营方案（如新增铺位合同、设备采购订单等）；③降低额度：建议从10-20万短期贷款开始，积累银行信贷记录；④补充材料：整理购销合同、收付款凭证等替代材料,中国银行,中银企E贷-信用贷,流动资金贷款管理办法,1,相似案例匹配；材料准备引导；流水重要性说明
CASE-ENH-006,overdue,小微企业,建筑装饰,湖北省,4,600000,12,项目回款延迟；应收账款集中于1个客户,逾期30天,单一项目回款延误导致流动性缺口,用户输入：经营4年，年营收约300万，应收账款240万集中在1个大型装饰项目，项目甲方回款延迟2个月，无法按期还贷。推理：①应收账款集中度→客户集中度100%（仅1个客户），极高风险；②流动性冲击→应收账款占年营收80%，一旦延迟即断流；③经营稳定性→4年经营，但过度依赖单一项目；④行业接受度→建筑装饰业湖北一般准入（系数0.85）。诊断：这不是信贷审批类问题，而是已贷后的流动性危机。,①立即沟通：主动联系贷款银行，说明项目回款延迟情况，申请展期或调整还款计划；②分散客源：将单一客户占比降至40%以下；③应收账款融资：将大型项目应收账款通过银行做保理融资，提前回笼资金；④建立备用金：未来将年利润10%-15%作为流动性储备金,建设银行,建行e信通-应收账款融资,小微企业续贷通知/流动资金贷款管理办法,1,相似案例匹配；逾期风险预警；流动性管理建议
CASE-ENH-007,default,小微企业,服装加工,广东省,6,900000,24,存货积压3个月；订单同比下降40%；已有高负债率,违约,现金流持续为负且去库存失败,用户输入：经营6年，年营收从800万降至500万，存货积压价值150万，已有银行贷款200万（月供8万），月固定成本15万。推理：①负债率→200万贷款/(500万年营收)=40%，偏高；②现金流→月均营收约42万，月固定成本15万+月供8万=23万，剩余19万；③存货积压→占压现金流150万，严重；④订单下降→订单同比下降40%，表明主营业务已恶化。结论：企业经营已进入下行周期，违约是现金流枯竭后的必然结果。,①立即止损：盘点存货，大幅降价清理积压库存回笼资金；②债务重组：与所有贷款银行沟通，争取债务重组（延长期限/降低月供）；③成本优化：降低固定成本（裁员/退租），尽可能保留核心生产力；④产业转型：考虑向电商代工等轻资产方向转型；⑤注意：D级纳税等级将严重影响未来融资能力,不适用,（已违约状态，建议债务重组为主）,民法典担保制度解释/流动资金贷款管理办法,1,相似案例匹配；违约预防教学；现金流管理警示
CASE-ENH-008,guarantee_dispute,小微企业,物流,四川省,7,700000,18,关联公司保证；内部决议资料不完整,发生担保纠纷,担保授权与审查存在争议,用户输入：经营7年，物流企业年营收约600万，申请贷款70万，由关联公司提供保证担保，但保证人公司股东会决议文件中缺少关键股东签字。推理：①担保效力风险→根据最高法民法典担保制度解释，公司对外担保必须经内部决议（股东会/董事会），缺少决议可能被认定担保无效；②关联关系→保证人与借款人为关联企业，进一步加大担保有效性争议风险；③银行审查→银行在放贷时未严格审查担保决议的完整性，放贷后发生纠纷，银行和企业均有责任。,①立即补救：补办保证人公司完整的股东会决议，确认担保有效性；②法律咨询：建议咨询律师，评估担保争议的法律后果和解决路径；③未来预防：所有贷款担保必须保留完整的内部决议文件（含签字盖章）；④替代方案：考虑用物流应收账款或车辆抵押替代关联方担保,不适用,（担保纠纷状态，建议法律解决为主）,民法典担保制度解释,1,相似案例匹配；担保风险教育；合规文件重要性
CASE-ENH-009,renewal,小微企业,农产品加工,山东省,5,400000,12,经营正常；临时周转；信用良好,完成续贷,持续经营且符合重新调查评审要求,用户输入：经营5年，年营收约300万，纳税等级B级，无逾期记录，上笔贷款40万已按期归还，因旺季需采购原材料申请续贷40万。推理：①续贷资格检查→根据金规〔2024〕13号，依法合规经营+信用良好+有持续融资需求，符合续贷条件；②额度合理→40万续贷与前期一致，未增加敞口，风险可控；③经营正常→年营收300万，纳税等级B，无负面信号；④行业→农产品加工业山东正常准入（系数0.90），山东农业大省有政策加持。结论：符合金规〔2024〕13号续贷条件，通过率高。,无建议（已获续贷）。提示：①关注山东省普惠金融高质量发展措施（鲁政办发〔2025〕6号），涉农企业可申请额外贴息；②建议将企业年度结算流水集中于贷款行，增强关系,农业银行,微捷贷,小微企业续贷通知/山东省普惠金融高质量发展措施,1,相似案例匹配；续贷流程教学；涉农政策利用
CASE-ENH-010,supply_chain,小微企业,汽车零部件,湖北省,9,1200000,12,核心企业订单可核验；回款路径清晰,获批,贸易背景真实且应收账款质量较好,用户输入：经营9年，年营收约800万，与东风汽车公司有长期供货合同，应收账款60天账期，回款记录良好。推理：①供应链融资优势→核心企业（东风汽车）为大型国企，应收账款质量高，坏账风险极低；②经营年限→9年，经营稳定系数满分；③供应链分析→上游供应商分散，下游客户集中（1个核心企业），但核心企业信用等级高，集中度风险可控；④应收账款质量→过去2年回款记录良好，无延期。结论：供应链融资场景成熟，120万基于真实贸易背景（占年营收15%），通过率高。,无建议（已获批）。提示：①可进一步开展东风汽车的订单融资，扩大融资规模至200万+；②建议将保理业务纳入常规融资方式；③关注湖北省科技金融行动计划（鄂政办发〔2025〕5号）可能的叠加优惠,建设银行,建行e信通-供应链融资,流动资金贷款管理办法,1,相似案例匹配；供应链融资教学；核心企业背书价值
CASE-ENH-011,approved,科技型小微企业,信息技术,北京市,3,2000000,36,拥有软件著作权5项；高新技术企业认定；2025年营收增长50%,获批,科创企业资质优秀且增长强劲,用户输入：经营3年，年营收从200万增长至300万（+50%），拥有5项软著，2025年获高新技术企业认定。申请200万用于产品迭代。推理：①科创属性→高新技术企业认定+软著=强科创属性，is_tech_enterprise=1；②增长曲线→营收增长50%，极具成长性；③行业→信息技术北京正常准入（系数0.95），中关村科技园区企业有政策加分；④地域优势→北京中关村符合风险补偿资金条件（中科园发〔2025〕7号）。结论：优质科技型企业，200万额度合理，通过率极高。,无建议（已获批）。建议：①立即申请中关村科技型企业融资风险补偿资金，降低银行顾虑，争取更高额度；②申请北京市中小微企业贷款贴息（京政办发〔2025〕4号），可获0.5%利息补贴；③考虑引入股权融资做股贷联动,北京银行/工商银行,京e贷科创贷/经营快贷科创版,中关村科技型企业融资风险补偿资金管理办法/北京市促进中小微企业融资能力提升若干措施,1,相似案例匹配；科创企业全流程；多项政策叠加示例
CASE-ENH-012,approved,涉农企业,农业,山东省,6,300000,12,农业合作社经营满6年；有农业补贴合同；无逾期,获批,涉农小微企业政策支持+真实经营背景,用户输入：经营6年的农业合作社，年营收约150万，有与当地农业局签订的采购合同，无逾期记录，申请30万用于春耕采购。推理：①涉农属性→农业合作社，年营收150万，有正式合同，符合涉农贷款条件；②经营年限→6年，稳定；③政策支持→山东省涉农企业普惠金融贴息（鲁政办发〔2025〕6号），可享1%贴息；④实地核查→有农业局合同作为贸易背景支撑。结论：涉农优质客户，结合山东省地方政策，通过率高。,无建议（已获批）。建议：①申请山东省涉农贷款专项贴息（鲁政办发〔2025〕6号），将实际融资成本降低1%；②如果还有设备需求，可申请农业设施抵押贷款扩大额度至50万,农业银行,微捷贷-涉农版,山东省普惠金融高质量发展若干措施/流动资金贷款管理办法,1,相似案例匹配；涉农企业融资全流程；地方政策利用
CASE-ENH-013,approved,个体工商户,批发零售,广东省,2,100000,6,经营2年；有支付宝微信收款流水；月流水10万；无抵押,获批,纯线上大数据信用贷通过,用户输入：经营2年，无银行流水但有稳定支付宝/微信月收款流水约10万，无抵押物，申请10万短期周转。推理：①数据替代→虽然无银行流水，但支付宝/微信流水连续（网商银行和微众银行接受第三方支付流水）；②额度/流水比→10万/（10万*12）=0.083倍，极低且安全；③期限匹配→6个月短期，适应互联网银行偏好；④行业→批发零售业广东正常准入（系数1.0）。结论：纯线上大数据信贷的完美场景。,无建议（已获批）。建议：①保持支付宝/微信经营流水连续性，额度可提升至5万-30万；②开通网商银行收钱码，逐步向银行级流水过渡；③如后续需要更大额度，建议开通对公账户沉淀流水,网商银行,网商贷-信用贷,互联网贷款管理办法,1,相似案例匹配；大数据风控教学；纯线上贷款场景
CASE-ENH-014,rejected,小微企业,建筑工程,广东省,3,3000000,12,需相关资质（暂缺一级资质）；回款周期长；高杠杆,未获批,资质不足且杠杆过高,用户输入：建筑工程企业，经营3年，年营收500万但有400万贷款，申请300万用于新项目保证金。推理：①资质问题→建筑业需要相关资质等级，资质不足将影响银行判断；②财务杠杆→已有400万贷款/500万年营收=80%负债率，极高；③额度/营收比→300万/500万=0.6倍，偏高（一般建议不超过0.3倍）；④回款周期→建筑行业回款周期6-12个月，12个月贷款期限可能存在期限错配；⑤地域→广东省建筑企业活跃，但资质不足的边际企业风险大。结论：负债率过高+资质不足+申请额度不合理，三重风险叠加。,①降低申请额度：建议先申请50-80万（额度/年营收=0.1-0.16倍）；②加速资质办理：尽快取得相关建筑资质等级证书；③债务重组：优化现有400万负债结构，降低月供压力；④寻求工程保函替代现金保证金；⑤选择供应链金融：以中标项目应收账款做保理融资,建设银行,建行e信通-工程保函,流动资金贷款管理办法,1,相似案例匹配；建筑业高风险特征分析；改善路径引导
CASE-ENH-015,rejected,科技初创企业,信息技术,上海市,1,5000000,60,成立1年；尚未盈利；创始人团队优秀但无抵押,未获批,初创期收入未验证且信用记录不足,用户输入：成立1年的AI初创公司，天使轮融资500万已花完，年营收仅30万，月固定成本20万（主要为研发人员工资），申请500万科创贷款。推理：①盈利状况→年营收30万，年固定成本240万，大幅亏损；②偿债能力→营收远不足以覆盖贷款本息，偿债覆盖率几乎为0；③成立时间→仅1年，经营年限因子0.5；④信用记录→无信贷记录，征信白户；⑤团队优秀→创始人来自大厂，银行在无抵押情况下不认可"团队"作为信用指标。结论：银行风险偏好与风投差异巨大，传统银行贷款不适合种子/天使轮科创企业。,①调整融资方式：科创企业在亏损阶段不适合银行贷款，建议优先寻求风险投资/天使投资股权融资；②过渡方案：如果确有短期资金需求，申请上海市科技履约贷款（上限100万，需要政府性担保）；③经营优化：尽快实现商业化，将月营收提升至可覆盖固定成本；④资格认定：尽快申请上海市科技型中小企业认定，为后续银行贷款铺路,上海银行/浦发银行,科创履约贷/浦发科创贷,上海市普惠金融专项行动计划/流动资金贷款管理办法,1,相似案例匹配；科创企业股权贷vs债权贷教育；融资方式选择引导
CASE-ENH-016,overdue,小微企业,酒店旅游,云南省,4,1000000,24,旅游淡季收入锐减；有贷款月供压力,逾期60天,收入季节性波动导致流动性紧张,用户输入：经营4年，大理民宿+小酒店，2025年旺季月营收20万，淡季月营收仅5万，淡季时无法覆盖贷款月供5万，已逾期60天。推理：①季节性风险→收入波动极大（旺季/淡季=4倍差异），属于典型现金流错配；②地区→云南省旅游城市，住宿餐饮业接受度系数1.05（旅游城市调整），但季节性问题是银行主要担忧；③抵押物→可能有房产抵押（民宿本身），但流动性紧张是短期问题；④贷后状态→已逾期60天，进入关注类，如果不解决将发展为不良。诊断：这是收入周期性与贷款还款计划不匹配导致的结构性问题。,①紧急措施：立即与贷款行沟通，申请调整还款计划为"前低后高"或"旺季多还、淡季少还"模式；②展期申请：根据小微企业续贷通知（金规〔2024〕13号），向银行申请续贷/展期；③增收减支：淡季期间将空置房间通过旅游平台长租模式出租，降低空置率；④长期建议：申请云南省金融支持中小微企业纾困政策（云政办发〔2025〕6号），争取1.5%贴息,建设银行/中国银行,惠懂你/中银企E贷-经营贷,小微企业续贷通知/云南省金融支持中小微企业纾困发展若干措施,1,相似案例匹配；季节性收入风险教学；纾困政策利用
CASE-ENH-017,approved,电商企业,信息技术,浙江省,3,500000,12,天猫店铺经营3年；综合评分4.8；月均GMV80万；退货率12%,获批,电商数据完整且经营稳定,用户输入：天猫店主，经营3年，月均GMV 80万（年约960万），退货率12%（行业平均15%-20%，较好），无固定资产抵押，申请50万备货贷款。推理：①电商属性→有稳定电商经营数据，is_ecommerce=1；②GMV验证→可通过支付宝/天猫后台直接核验，数据真实性高；③经营年限→3年，相对稳定；④额度/营收比→50万/(960万*利润率约20%)=0.26倍，合理；⑤行业→电商平台企业视为信息技术类，浙江正常准入（系数0.95），结合浙江数字产业政策有加分。结论：电商数据完整、头部平台背书，通过率高。,无建议（已获批）。建议：①保持店铺评分和GMV稳定，未来可申请更高额度；②开通网商银行千牛贷（淘宝/天猫商家专享），额度通常更高；③注意合规经营，避免因违规扣分影响信贷数据,网商银行,千牛贷-电商贷,浙江省推进普惠金融高质量发展实施方案,1,相似案例匹配；电商融资场景教学；平台数据授信模式
CASE-ENH-018,rejected,个体工商户,娱乐业,四川省,3,200000,12,KTV经营3年；月流水稳定15万；有消防许可,未获批,娱乐业行业限制导致准入困难,用户输入：经营3年KTV，月流水稳定15万，有消防许可证，无逾期，申请20万装修改造贷款。推理：①行业准入检查→娱乐业全国性严格限制，接受度系数0.45（四川），即使在三线城市娱乐业调整后也仅为0.55，是所有行业中最低之一；②虽然营业数据稳定，但行业限制权重因子直接拉低得分；③银行偏好检查→大型国有银行和股份制银行基本不介入娱乐业融资；④线上渠道→互联网银行虽然大数据风控为主，但也对娱乐业审慎。结论：行业属性导致即使经营数据良好，仍然很难获得银行融资。,①难点明确告知：娱乐业（KTV/酒吧等）在银行贷款中属于严格限制行业，这是政策层面（而非企业资质）问题；②替代方案：尝试通过融资租赁方式解决设备资金（音响/灯光设备融资租赁）；③转为个人消费贷：以个人名义申请消费贷款（额度较低，约5-10万），但需注意用途合规；④关注地方政策：成都有文旅产业扶持政策，如果KTV有文化经营许可证，可能走文旅融资通道,不适用,（行业限制，无合适银行产品）,行业准入与限制规则,1,相似案例匹配；行业限制政策教育；替代融资路径
CASE-ENH-019,renewal,制造业企业,制造业,浙江省,10,2000000,24,经营10年；A级纳税；过往贷款记录优良,完成续贷,老牌制造企业资质优良，续贷条件全部满足,用户输入：经营10年的浙江制造企业，年营收5000万，纳税等级A，过往贷款按时归还，申请200万续贷用于采购原材料。推理：①续贷条件全部满足→经营10年（久）、纳税A级（优）、过往记录优良；②额度合理→200万/5000万年营收=0.04倍，极低；③行业+地域→制造业浙江正常准入（系数1.0），长三角制造业调整系数1.10。结论：优质客户续贷，通过率极高。,无建议（已获批）。建议：①申请浙江省推进普惠金融高质量发展实施方案（浙政办发〔2025〕2号）中的信用贷款支持；②考虑将部分债务转为中长期贷款，匹配设备更新周期；③深耕与主办银行的合作关系，争取更优惠利率,杭州银行/工商银行,云采贷/经营快贷,浙江省推进普惠金融高质量发展实施方案/小微企业续贷通知,1,相似案例匹配；优质续贷典型案例；区域政策叠加
CASE-ENH-020,approved,农业合作社,农业,黑龙江省,7,500000,24,经营7年；年营收200万；有农机设备可作抵押；无逾期,获批,涉农优质客户，农机抵押物价值充足,用户输入：黑龙江省农业合作社，经营7年，年营收200万，有农机设备评估价值180万，申请50万用于规模化种植。推理：①涉农行业→农业黑龙江正常准入（系数1.0），三农政策支持行业；②地域→黑龙江农业大省，调整系数1.15；③抵押物→农机价值180万，足额覆盖50万贷款；④经营年限→7年，稳定。结论：抵押物充足+涉农政策支持+经营稳定，通过率极高。,无建议（已获批）。建议：①关注内蒙古农业银行活畜抵押模式（类似农机抵押），可以作为一种模式参考；②申请涉农贷款贴息（黑龙江地方政策）；③考虑将农机保险与贷款绑定，进一步降低银行风控成本,农业银行,微捷贷-涉农版/农机贷,流动资金贷款管理办法,1,相似案例匹配；涉农抵押贷款教学；东北地区融资环境
